Home/Neutral,PTS,Visitor/Neutral,PTS_1,Spread,Total,Result,Home_AdjOE,Home_Off_TO,Home_Off_OR,Home_Off_FTRate,Home_AdjDE,Home_Def_TO,Home_Def_OR,Home_Def_FTRate,Home_3P,Home_2P,Home_FT,Home_Tempo_Adj,Home_Avg_Poss_Length_Offense,Home_Avg_Poss_Length_Defense,Home_EffHgt,Home_Experience,Home_Continuity,Home_Best_Rank,Home_Top_50_Finishes,Home_opp_shooting_3P,Home_opp_shooting_2P,Home_opp_shooting_FT,Away_AdjOE,Away_Off_TO,Away_Off_OR,Away_Off_FTRate,Away_AdjDE,Away_Def_TO,Away_Def_OR,Away_Def_FTRate,Away_3P,Away_2P,Away_FT,Away_Tempo_Adj,Away_Avg_Poss_Length_Offense,Away_Avg_Poss_Length_Defense,Away_EffHgt,Away_Experience,Away_Continuity,Away_Best_Rank,Away_Top_50_Finishes,Away_opp_shooting_3P,Away_opp_shooting_2P,Away_opp_shooting_FT,Predicted_score_Home,Predicted_score_away,Predicted_tempo,Predicted_spread,Predicted_total,Predicted_Result
Nebraska,66,Iowa,50,16,116,1,104.5,19.2,26.3,27.2,97.8,17.8,28,22.1,31.4,52.1,63,65.9,17.4,18.3,0.2,104.5,33.4,12.04,0,32.4,50.2,68.2,120.9,14.6,31.9,35.6,104,18.5,29,20.9,35.2,52.1,74.7,69.7,15.7,18.2,0.5,120.9,59.1,19.08,10,34.2,51.1,73.3,71.70917263,77.12477263,67.8,5.4156,148.8339453,0
Michigan,81,Maryland,46,35,127,1,112.5,14,25.1,31.2,99.3,15.7,27.2,25.2,34.3,50.8,69,67.7,17.5,17.6,2.1,112.5,27.6,26.52,10,31.6,48.8,69.4,113.4,16.6,30.5,34.5,94.8,19,28.4,28.4,30.2,53.6,73.9,65.2,17.6,18.9,0.2,113.4,45.5,22.91,12,30.8,46.2,72.2,69.51380237,71.60210237,66.45,2.0883,141.1159047,0
Northwestern,57,Ohio St.,73,-16,130,0,108.9,15.5,29.4,31.6,95.9,21.7,27.2,29.2,31.6,47,74.6,65.4,18.4,17.7,1.2,108.9,55.8,10.34,0,35.2,43.8,68.4,116.9,15.9,33.5,28,100.5,16.6,27.7,28,37.6,49.8,72.7,67,17.7,17.7,-0.7,116.9,11.3,27.25,15,30.4,47.8,71.9,70.64811899,71.39891899,66.2,0.7508,142.047038,0
Penn St.,83,Iowa,79,4,162,1,115.5,13,17.4,18,101.4,14.4,24.8,26.1,38.4,53.2,76,64.7,18.5,18,-1.3,115.5,47.8,12.17,1,34.1,47.8,69.3,120.9,14.6,31.9,35.6,104,18.5,29,20.9,35.2,52.1,74.7,69.7,15.7,18.2,0.5,120.9,59.1,19.08,10,34.2,51.1,73.3,78.47985251,78.86145251,67.2,0.3816,157.341305,0
Purdue,64,Rutgers,65,-1,129,0,120.9,17,38.7,35.8,94.5,15.8,23.2,17.1,33.9,54.1,75,63.7,19.2,18.1,3.4,120.9,36.5,23.19,12,30.6,46.5,72.8,107.7,17.6,32.9,30.1,87.5,22.6,27.4,27.9,32.2,48.7,72.9,66,17.3,18.3,0.8,107.7,58.6,9.82,0,29.3,43.9,69.5,68.58949874,63.06879874,64.85,-5.5207,131.6582975,1
Michigan St.,74,Nebraska,56,18,130,1,110.4,16.8,27.1,25.3,95.2,14.6,24.3,29.6,37.3,47.4,74.1,65,18.3,18.2,0.9,110.4,49.7,31.24,18,29.4,47.8,71.1,104.5,19.2,26.3,27.2,97.8,17.8,28,22.1,31.4,52.1,63,65.9,17.4,18.3,0.2,104.5,33.4,12.04,0,32.4,50.2,68.2,69.07931885,62.01606885,65.45,-7.06325,131.0953877,1
Wisconsin,63,Minnesota,60,3,123,1,106.3,13.8,20.8,24.7,95,19,25.3,27.1,36.1,45.5,65,62.7,19.6,18.3,1.5,106.3,47.4,24.31,18,32.8,50,68.8,100,19.6,25.9,30.9,104,15.5,31.2,21,30,48.1,60.9,65,19,17.6,1.3,100,17.3,15.9,2,35.5,47.8,72.1,68.76811522,57.49906522,63.85,-11.26905,126.2671804,1
Michigan,79,Penn St.,69,10,148,1,112.5,14,25.1,31.2,99.3,15.7,27.2,25.2,34.3,50.8,69,67.7,17.5,17.6,2.1,112.5,27.6,26.52,10,31.6,48.8,69.4,115.5,13,17.4,18,101.4,14.4,24.8,26.1,38.4,53.2,76,64.7,18.5,18,-1.3,115.5,47.8,12.17,1,34.1,47.8,69.3,73.62711899,72.72291899,66.2,-0.9042,146.350038,1
Northwestern,73,Illinois,60,13,133,1,108.9,15.5,29.4,31.6,95.9,21.7,27.2,29.2,31.6,47,74.6,65.4,18.4,17.7,1.2,108.9,55.8,10.34,0,35.2,43.8,68.4,112.3,19.1,33.7,33,93.8,19.9,26,30.1,31.7,55.9,67.3,69.2,16.8,17.4,1.2,112.3,12.8,24.77,13,32.4,43.5,70.4,67.28800587,69.48950587,67.3,2.2015,136.7775117,0
Iowa,91,Indiana,89,2,180,1,120.9,14.6,31.9,35.6,104,18.5,29,20.9,35.2,52.1,74.7,69.7,15.7,18.2,0.5,120.9,59.1,19.08,10,34.2,51.1,73.3,116.5,17.4,30.2,30.3,97.3,17.1,27,29.2,38.2,54.3,70.7,68.1,16.4,18.3,0.3,116.5,61.2,22.97,9,32.8,45.8,67.4,79.5315595,79.6162595,68.9,0.0847,159.147819,0
Ohio St.,69,Purdue,71,-2,140,0,116.9,15.9,33.5,28,100.5,16.6,27.7,28,37.6,49.8,72.7,67,17.7,17.7,-0.7,116.9,11.3,27.25,15,30.4,47.8,71.9,120.9,17,38.7,35.8,94.5,15.8,23.2,17.1,33.9,54.1,75,63.7,19.2,18.1,3.4,120.9,36.5,23.19,12,30.6,46.5,72.8,71.0672655,76.1022655,65.35,5.035,147.169531,0
Rutgers,64,Maryland,50,14,114,1,107.7,17.6,32.9,30.1,87.5,22.6,27.4,27.9,32.2,48.7,72.9,66,17.3,18.3,0.8,107.7,58.6,9.82,0,29.3,43.9,69.5,113.4,16.6,30.5,34.5,94.8,19,28.4,28.4,30.2,53.6,73.9,65.2,17.6,18.9,0.2,113.4,45.5,22.91,12,30.8,46.2,72.2,65.49499888,62.94539888,65.6,-2.5496,128.4403978,1
Illinois,79,Wisconsin,69,10,148,1,112.3,19.1,33.7,33,93.8,19.9,26,30.1,31.7,55.9,67.3,69.2,16.8,17.4,1.2,112.3,12.8,24.77,13,32.4,43.5,70.4,106.3,13.8,20.8,24.7,95,19,25.3,27.1,36.1,45.5,65,62.7,19.6,18.3,1.5,106.3,47.4,24.31,18,32.8,50,68.8,69.00203561,62.75363561,65.95,-6.2484,131.7556712,1
Michigan St.,59,Michigan,53,6,112,1,110.4,16.8,27.1,25.3,95.2,14.6,24.3,29.6,37.3,47.4,74.1,65,18.3,18.2,0.9,110.4,49.7,31.24,18,29.4,47.8,71.1,112.5,14,25.1,31.2,99.3,15.7,27.2,25.2,34.3,50.8,69,67.7,17.5,17.6,2.1,112.5,27.6,26.52,10,31.6,48.8,69.4,71.00384902,68.17684902,66.35,-2.827,139.180698,1
Minnesota,79,Nebraska,81,-2,160,0,100,19.6,25.9,30.9,104,15.5,31.2,21,30,48.1,60.9,65,19,17.6,1.3,100,17.3,15.9,2,35.5,47.8,72.1,104.5,19.2,26.3,27.2,97.8,17.8,28,22.1,31.4,52.1,63,65.9,17.4,18.3,0.2,104.5,33.4,12.04,0,32.4,50.2,68.2,62.27251885,67.77566885,65.45,5.50315,130.0481877,0
Indiana,83,Northwestern,84,-1,167,0,116.5,17.4,30.2,30.3,97.3,17.1,27,29.2,38.2,54.3,70.7,68.1,16.4,18.3,0.3,116.5,61.2,22.97,9,32.8,45.8,67.4,108.9,15.5,29.4,31.6,95.9,21.7,27.2,29.2,31.6,47,74.6,65.4,18.4,17.7,1.2,108.9,55.8,10.34,0,35.2,43.8,68.4,73.22511243,67.58661243,66.75,-5.6385,140.8117249,1
Maryland,80,Ohio St.,73,7,153,1,113.4,16.6,30.5,34.5,94.8,19,28.4,28.4,30.2,53.6,73.9,65.2,17.6,18.9,0.2,113.4,45.5,22.91,12,30.8,46.2,72.2,116.9,15.9,33.5,28,100.5,16.6,27.7,28,37.6,49.8,72.7,67,17.7,17.7,-0.7,116.9,11.3,27.25,15,30.4,47.8,71.9,73.51816564,70.56396564,66.1,-2.9542,144.0821313,1
Penn St.,63,Purdue,76,-13,139,0,115.5,13,17.4,18,101.4,14.4,24.8,26.1,38.4,53.2,76,64.7,18.5,18,-1.3,115.5,47.8,12.17,1,34.1,47.8,69.3,120.9,17,38.7,35.8,94.5,15.8,23.2,17.1,33.9,54.1,75,63.7,19.2,18.1,3.4,120.9,36.5,23.19,12,30.6,46.5,72.8,68.94425196,75.34085196,64.2,6.3966,144.2851039,0
Rutgers,65,Iowa,76,-11,141,0,107.7,17.6,32.9,30.1,87.5,22.6,27.4,27.9,32.2,48.7,72.9,66,17.3,18.3,0.8,107.7,58.6,9.82,0,29.3,43.9,69.5,120.9,14.6,31.9,35.6,104,18.5,29,20.9,35.2,52.1,74.7,69.7,15.7,18.2,0.5,120.9,59.1,19.08,10,34.2,51.1,73.3,73.9321493,70.1930993,67.85,-3.73905,144.1252486,1
Nebraska,50,Illinois,76,-26,126,0,104.5,19.2,26.3,27.2,97.8,17.8,28,22.1,31.4,52.1,63,65.9,17.4,18.3,0.2,104.5,33.4,12.04,0,32.4,50.2,68.2,112.3,19.1,33.7,33,93.8,19.9,26,30.1,31.7,55.9,67.3,69.2,16.8,17.4,1.2,112.3,12.8,24.77,13,32.4,43.5,70.4,64.56018925,71.03108925,67.55,6.4709,135.5912785,0
Wisconsin,65,Michigan St.,69,-4,134,0,106.3,13.8,20.8,24.7,95,19,25.3,27.1,36.1,45.5,65,62.7,19.6,18.3,1.5,106.3,47.4,24.31,18,32.8,50,68.8,110.4,16.8,27.1,25.3,95.2,14.6,24.3,29.6,37.3,47.4,74.1,65,18.3,18.2,0.9,110.4,49.7,31.24,18,29.4,47.8,71.1,63.14931522,64.13946522,63.85,0.99015,127.2887804,0
Northwestern,62,Rutgers,65,-3,127,0,108.9,15.5,29.4,31.6,95.9,21.7,27.2,29.2,31.6,47,74.6,65.4,18.4,17.7,1.2,108.9,55.8,10.34,0,35.2,43.8,68.4,107.7,17.6,32.9,30.1,87.5,22.6,27.4,27.9,32.2,48.7,72.9,66,17.3,18.3,0.8,107.7,58.6,9.82,0,29.3,43.9,69.5,61.58485223,64.81525223,65.7,3.2304,126.4001045,0
Penn St.,85,Indiana,66,19,151,1,115.5,13,17.4,18,101.4,14.4,24.8,26.1,38.4,53.2,76,64.7,18.5,18,-1.3,115.5,47.8,12.17,1,34.1,47.8,69.3,116.5,17.4,30.2,30.3,97.3,17.1,27,29.2,38.2,54.3,70.7,68.1,16.4,18.3,0.3,116.5,61.2,22.97,9,32.8,45.8,67.4,73.1146257,75.0010257,66.4,1.8864,148.1156514,0
Iowa,93,Michigan,84,9,177,1,120.9,14.6,31.9,35.6,104,18.5,29,20.9,35.2,52.1,74.7,69.7,15.7,18.2,0.5,120.9,59.1,19.08,10,34.2,51.1,73.3,112.5,14,25.1,31.2,99.3,15.7,27.2,25.2,34.3,50.8,69,67.7,17.5,17.6,2.1,112.5,27.6,26.52,10,31.6,48.8,69.4,80.67905279,76.63715279,68.7,-4.0419,157.3162056,1
Ohio St.,67,Minnesota,70,-3,137,0,116.9,15.9,33.5,28,100.5,16.6,27.7,28,37.6,49.8,72.7,67,17.7,17.7,-0.7,116.9,11.3,27.25,15,30.4,47.8,71.9,100,19.6,25.9,30.9,104,15.5,31.2,21,30,48.1,60.9,65,19,17.6,1.3,100,17.3,15.9,2,35.5,47.8,72.1,78.02921229,63.06521229,66,-14.964,141.0944246,1
Illinois,75,Michigan St.,66,9,141,1,112.3,19.1,33.7,33,93.8,19.9,26,30.1,31.7,55.9,67.3,69.2,16.8,17.4,1.2,112.3,12.8,24.77,13,32.4,43.5,70.4,110.4,16.8,27.1,25.3,95.2,14.6,24.3,29.6,37.3,47.4,74.1,65,18.3,18.2,0.9,110.4,49.7,31.24,18,29.4,47.8,71.1,70.31329916,66.59899916,67.1,-3.7143,136.9122983,1
Purdue,73,Nebraska,55,18,128,1,120.9,17,38.7,35.8,94.5,15.8,23.2,17.1,33.9,54.1,75,63.7,19.2,18.1,3.4,120.9,36.5,23.19,12,30.6,46.5,72.8,104.5,19.2,26.3,27.2,97.8,17.8,28,22.1,31.4,52.1,63,65.9,17.4,18.3,0.2,104.5,33.4,12.04,0,32.4,50.2,68.2,75.21217207,60.94657207,64.8,-14.2656,136.1587441,1
Indiana,63,Wisconsin,45,18,108,1,116.5,17.4,30.2,30.3,97.3,17.1,27,29.2,38.2,54.3,70.7,68.1,16.4,18.3,0.3,116.5,61.2,22.97,9,32.8,45.8,67.4,106.3,13.8,20.8,24.7,95,19,25.3,27.1,36.1,45.5,65,62.7,19.6,18.3,1.5,106.3,47.4,24.31,18,32.8,50,68.8,71.18589218,64.51929218,65.4,-6.6666,135.7051844,1
Iowa,81,Maryland,67,14,148,1,120.9,14.6,31.9,35.6,104,18.5,29,20.9,35.2,52.1,74.7,69.7,15.7,18.2,0.5,120.9,59.1,19.08,10,34.2,51.1,73.3,113.4,16.6,30.5,34.5,94.8,19,28.4,28.4,30.2,53.6,73.9,65.2,17.6,18.9,0.2,113.4,45.5,22.91,12,30.8,46.2,72.2,76.20313589,75.84978589,67.45,-0.35335,152.0529218,1
Michigan,85,Northwestern,78,7,163,1,112.5,14,25.1,31.2,99.3,15.7,27.2,25.2,34.3,50.8,69,67.7,17.5,17.6,2.1,112.5,27.6,26.52,10,31.6,48.8,69.4,108.9,15.5,29.4,31.6,95.9,21.7,27.2,29.2,31.6,47,74.6,65.4,18.4,17.7,1.2,108.9,55.8,10.34,0,35.2,43.8,68.4,70.34820573,68.71510573,66.55,-1.6331,139.0633115,1
Rutgers,68,Ohio St.,64,4,132,1,107.7,17.6,32.9,30.1,87.5,22.6,27.4,27.9,32.2,48.7,72.9,66,17.3,18.3,0.8,107.7,58.6,9.82,0,29.3,43.9,69.5,116.9,15.9,33.5,28,100.5,16.6,27.7,28,37.6,49.8,72.7,67,17.7,17.7,-0.7,116.9,11.3,27.25,15,30.4,47.8,71.9,70.16347905,66.13647905,66.5,-4.027,136.2999581,1
Michigan St.,63,Purdue,64,-1,127,0,110.4,16.8,27.1,25.3,95.2,14.6,24.3,29.6,37.3,47.4,74.1,65,18.3,18.2,0.9,110.4,49.7,31.24,18,29.4,47.8,71.1,120.9,17,38.7,35.8,94.5,15.8,23.2,17.1,33.9,54.1,75,63.7,19.2,18.1,3.4,120.9,36.5,23.19,12,30.6,46.5,72.8,65.81998198,71.52718198,64.35,5.7072,137.347164,0
Minnesota,60,Illinois,78,-18,138,0,100,19.6,25.9,30.9,104,15.5,31.2,21,30,48.1,60.9,65,19,17.6,1.3,100,17.3,15.9,2,35.5,47.8,72.1,112.3,19.1,33.7,33,93.8,19.9,26,30.1,31.7,55.9,67.3,69.2,16.8,17.4,1.2,112.3,12.8,24.77,13,32.4,43.5,70.4,61.12059916,74.71809916,67.1,13.5975,135.8386983,0
Wisconsin,63,Penn St.,60,3,123,1,106.3,13.8,20.8,24.7,95,19,25.3,27.1,36.1,45.5,65,62.7,19.6,18.3,1.5,106.3,47.4,24.31,18,32.8,50,68.8,115.5,13,17.4,18,101.4,14.4,24.8,26.1,38.4,53.2,76,64.7,18.5,18,-1.3,115.5,47.8,12.17,1,34.1,47.8,69.3,66.9538852,67.2374852,63.7,0.2836,134.1913704,0
Nebraska,63,Ohio St.,60,3,123,1,104.5,19.2,26.3,27.2,97.8,17.8,28,22.1,31.4,52.1,63,65.9,17.4,18.3,0.2,104.5,33.4,12.04,0,32.4,50.2,68.2,116.9,15.9,33.5,28,100.5,16.6,27.7,28,37.6,49.8,72.7,67,17.7,17.7,-0.7,116.9,11.3,27.25,15,30.4,47.8,71.9,67.98545237,72.93110237,66.45,4.94565,140.9165547,0
Illinois,65,Indiana,80,-15,145,0,112.3,19.1,33.7,33,93.8,19.9,26,30.1,31.7,55.9,67.3,69.2,16.8,17.4,1.2,112.3,12.8,24.77,13,32.4,43.5,70.4,116.5,17.4,30.2,30.3,97.3,17.1,27,29.2,38.2,54.3,70.7,68.1,16.4,18.3,0.3,116.5,61.2,22.97,9,32.8,45.8,67.4,73.34452612,72.32507612,68.65,-1.01945,145.6696022,1
Maryland,64,Michigan,58,6,122,1,113.4,16.6,30.5,34.5,94.8,19,28.4,28.4,30.2,53.6,73.9,65.2,17.6,18.9,0.2,113.4,45.5,22.91,12,30.8,46.2,72.2,112.5,14,25.1,31.2,99.3,15.7,27.2,25.2,34.3,50.8,69,67.7,17.5,17.6,2.1,112.5,27.6,26.52,10,31.6,48.8,69.4,73.10210237,68.01380237,66.45,-5.0883,141.1159047,1
Michigan St.,70,Rutgers,57,13,127,1,110.4,16.8,27.1,25.3,95.2,14.6,24.3,29.6,37.3,47.4,74.1,65,18.3,18.2,0.9,110.4,49.7,31.24,18,29.4,47.8,71.1,107.7,17.6,32.9,30.1,87.5,22.6,27.4,27.9,32.2,48.7,72.9,66,17.3,18.3,0.8,107.7,58.6,9.82,0,29.3,43.9,69.5,62.38444553,64.15944553,65.5,1.775,126.5438911,0
Minnesota,39,Purdue,61,-22,100,0,100,19.6,25.9,30.9,104,15.5,31.2,21,30,48.1,60.9,65,19,17.6,1.3,100,17.3,15.9,2,35.5,47.8,72.1,120.9,17,38.7,35.8,94.5,15.8,23.2,17.1,33.9,54.1,75,63.7,19.2,18.1,3.4,120.9,36.5,23.19,12,30.6,46.5,72.8,59.12758198,77.18998198,64.35,18.0624,136.317564,0
Ohio St.,93,Iowa,77,16,170,1,116.9,15.9,33.5,28,100.5,16.6,27.7,28,37.6,49.8,72.7,67,17.7,17.7,-0.7,116.9,11.3,27.25,15,30.4,47.8,71.9,120.9,14.6,31.9,35.6,104,18.5,29,20.9,35.2,52.1,74.7,69.7,15.7,18.2,0.5,120.9,59.1,19.08,10,34.2,51.1,73.3,80.75411606,79.59586606,68.35,-1.15825,160.3499821,1
Penn St.,76,Nebraska,65,11,141,1,115.5,13,17.4,18,101.4,14.4,24.8,26.1,38.4,53.2,76,64.7,18.5,18,-1.3,115.5,47.8,12.17,1,34.1,47.8,69.3,104.5,19.2,26.3,27.2,97.8,17.8,28,22.1,31.4,52.1,63,65.9,17.4,18.3,0.2,104.5,33.4,12.04,0,32.4,50.2,68.2,72.25473883,65.92253883,65.3,-6.3322,138.1772777,1
Indiana,82,Michigan St.,69,13,151,1,116.5,17.4,30.2,30.3,97.3,17.1,27,29.2,38.2,54.3,70.7,68.1,16.4,18.3,0.3,116.5,61.2,22.97,9,32.8,45.8,67.4,110.4,16.8,27.1,25.3,95.2,14.6,24.3,29.6,37.3,47.4,74.1,65,18.3,18.2,0.9,110.4,49.7,31.24,18,29.4,47.8,71.1,72.54435573,68.38235573,66.55,-4.162,140.9267115,1
Michigan,60,Minnesota,56,4,116,1,112.5,14,25.1,31.2,99.3,15.7,27.2,25.2,34.3,50.8,69,67.7,17.5,17.6,2.1,112.5,27.6,26.52,10,31.6,48.8,69.4,100,19.6,25.9,30.9,104,15.5,31.2,21,30,48.1,60.9,65,19,17.6,1.3,100,17.3,15.9,2,35.5,47.8,72.1,75.51564902,62.60344902,66.35,-12.9122,138.119098,1
Purdue,58,Maryland,55,3,113,1,120.9,17,38.7,35.8,94.5,15.8,23.2,17.1,33.9,54.1,75,63.7,19.2,18.1,3.4,120.9,36.5,23.19,12,30.6,46.5,72.8,113.4,16.6,30.5,34.5,94.8,19,28.4,28.4,30.2,53.6,73.9,65.2,17.6,18.9,0.2,113.4,45.5,22.91,12,30.8,46.2,72.2,72.88053534,66.35343534,64.45,-6.5271,139.2339707,1
Northwestern,66,Wisconsin,63,3,129,1,108.9,15.5,29.4,31.6,95.9,21.7,27.2,29.2,31.6,47,74.6,65.4,18.4,17.7,1.2,108.9,55.8,10.34,0,35.2,43.8,68.4,106.3,13.8,20.8,24.7,95,19,25.3,27.1,36.1,45.5,65,62.7,19.6,18.3,1.5,106.3,47.4,24.31,18,32.8,50,68.8,64.87962193,62.29077193,64.05,-2.58885,127.1703939,1
Illinois,69,Ohio St.,60,9,129,1,112.3,19.1,33.7,33,93.8,19.9,26,30.1,31.7,55.9,67.3,69.2,16.8,17.4,1.2,112.3,12.8,24.77,13,32.4,43.5,70.4,116.9,15.9,33.5,28,100.5,16.6,27.7,28,37.6,49.8,72.7,67,17.7,17.7,-0.7,116.9,11.3,27.25,15,30.4,47.8,71.9,74.94813268,72.01803268,68.1,-2.9301,146.9661654,1
Rutgers,65,Penn St.,45,20,110,1,107.7,17.6,32.9,30.1,87.5,22.6,27.4,27.9,32.2,48.7,72.9,66,17.3,18.3,0.8,107.7,58.6,9.82,0,29.3,43.9,69.5,115.5,13,17.4,18,101.4,14.4,24.8,26.1,38.4,53.2,76,64.7,18.5,18,-1.3,115.5,47.8,12.17,1,34.1,47.8,69.3,69.5642155,64.0778655,65.35,-5.48635,133.642081,1
Maryland,73,Wisconsin,55,18,128,1,113.4,16.6,30.5,34.5,94.8,19,28.4,28.4,30.2,53.6,73.9,65.2,17.6,18.9,0.2,113.4,45.5,22.91,12,30.8,46.2,72.2,106.3,13.8,20.8,24.7,95,19,25.3,27.1,36.1,45.5,65,62.7,19.6,18.3,1.5,106.3,47.4,24.31,18,32.8,50,68.8,67.65841858,61.49006858,63.95,-6.16835,129.1484872,1
Minnesota,57,Indiana,61,-4,118,0,100,19.6,25.9,30.9,104,15.5,31.2,21,30,48.1,60.9,65,19,17.6,1.3,100,17.3,15.9,2,35.5,47.8,72.1,116.5,17.4,30.2,30.3,97.3,17.1,27,29.2,38.2,54.3,70.7,68.1,16.4,18.3,0.3,116.5,61.2,22.97,9,32.8,45.8,67.4,62.96115573,76.90075573,66.55,13.9396,139.8619115,0
Nebraska,63,Northwestern,78,-15,141,0,104.5,19.2,26.3,27.2,97.8,17.8,28,22.1,31.4,52.1,63,65.9,17.4,18.3,0.2,104.5,33.4,12.04,0,32.4,50.2,68.2,108.9,15.5,29.4,31.6,95.9,21.7,27.2,29.2,31.6,47,74.6,65.4,18.4,17.7,1.2,108.9,55.8,10.34,0,35.2,43.8,68.4,64.16512556,66.80107556,65.65,2.63595,130.9662011,0
Michigan,70,Purdue,75,-5,145,0,112.5,14,25.1,31.2,99.3,15.7,27.2,25.2,34.3,50.8,69,67.7,17.5,17.6,2.1,112.5,27.6,26.52,10,31.6,48.8,69.4,120.9,17,38.7,35.8,94.5,15.8,23.2,17.1,33.9,54.1,75,63.7,19.2,18.1,3.4,120.9,36.5,23.19,12,30.6,46.5,72.8,68.54905223,75.72145223,65.7,7.1724,144.2705045,0
Michigan St.,63,Iowa,61,2,124,1,110.4,16.8,27.1,25.3,95.2,14.6,24.3,29.6,37.3,47.4,74.1,65,18.3,18.2,0.9,110.4,49.7,31.24,18,29.4,47.8,71.1,120.9,14.6,31.9,35.6,104,18.5,29,20.9,35.2,52.1,74.7,69.7,15.7,18.2,0.5,120.9,59.1,19.08,10,34.2,51.1,73.3,75.21683254,74.86178254,67.35,-0.35505,150.0786151,1
Indiana,86,Ohio St.,70,16,156,1,116.5,17.4,30.2,30.3,97.3,17.1,27,29.2,38.2,54.3,70.7,68.1,16.4,18.3,0.3,116.5,61.2,22.97,9,32.8,45.8,67.4,116.9,15.9,33.5,28,100.5,16.6,27.7,28,37.6,49.8,72.7,67,17.7,17.7,-0.7,116.9,11.3,27.25,15,30.4,47.8,71.9,77.19203925,73.80063925,67.55,-3.3914,150.9926785,1
Maryland,82,Nebraska,63,19,145,1,113.4,16.6,30.5,34.5,94.8,19,28.4,28.4,30.2,53.6,73.9,65.2,17.6,18.9,0.2,113.4,45.5,22.91,12,30.8,46.2,72.2,104.5,19.2,26.3,27.2,97.8,17.8,28,22.1,31.4,52.1,63,65.9,17.4,18.3,0.2,104.5,33.4,12.04,0,32.4,50.2,68.2,71.14907221,61.84862221,65.55,-9.30045,132.9976944,1
Northwestern,81,Minnesota,61,20,142,1,108.9,15.5,29.4,31.6,95.9,21.7,27.2,29.2,31.6,47,74.6,65.4,18.4,17.7,1.2,108.9,55.8,10.34,0,35.2,43.8,68.4,100,19.6,25.9,30.9,104,15.5,31.2,21,30,48.1,60.9,65,19,17.6,1.3,100,17.3,15.9,2,35.5,47.8,72.1,71.88558547,59.30158547,65.2,-12.584,131.1871709,1
Wisconsin,51,Illinois,61,-10,112,0,106.3,13.8,20.8,24.7,95,19,25.3,27.1,36.1,45.5,65,62.7,19.6,18.3,1.5,106.3,47.4,24.31,18,32.8,50,68.8,112.3,19.1,33.7,33,93.8,19.9,26,30.1,31.7,55.9,67.3,69.2,16.8,17.4,1.2,112.3,12.8,24.77,13,32.4,43.5,70.4,64.25363561,67.50203561,65.95,3.2484,131.7556712,0
Iowa,93,Rutgers,82,11,175,1,120.9,14.6,31.9,35.6,104,18.5,29,20.9,35.2,52.1,74.7,69.7,15.7,18.2,0.5,120.9,59.1,19.08,10,34.2,51.1,73.3,107.7,17.6,32.9,30.1,87.5,22.6,27.4,27.9,32.2,48.7,72.9,66,17.3,18.3,0.8,107.7,58.6,9.82,0,29.3,43.9,69.5,71.6930993,72.4321493,67.85,0.73905,144.1252486,0
Penn St.,83,Michigan,61,22,144,1,115.5,13,17.4,18,101.4,14.4,24.8,26.1,38.4,53.2,76,64.7,18.5,18,-1.3,115.5,47.8,12.17,1,34.1,47.8,69.3,112.5,14,25.1,31.2,99.3,15.7,27.2,25.2,34.3,50.8,69,67.7,17.5,17.6,2.1,112.5,27.6,26.52,10,31.6,48.8,69.4,74.22291899,72.12711899,66.2,-2.0958,146.350038,1
Purdue,77,Michigan St.,61,16,138,1,120.9,17,38.7,35.8,94.5,15.8,23.2,17.1,33.9,54.1,75,63.7,19.2,18.1,3.4,120.9,36.5,23.19,12,30.6,46.5,72.8,110.4,16.8,27.1,25.3,95.2,14.6,24.3,29.6,37.3,47.4,74.1,65,18.3,18.2,0.9,110.4,49.7,31.24,18,29.4,47.8,71.1,73.02718198,64.31998198,64.35,-8.7072,137.347164,1
Illinois,72,Nebraska,56,16,128,1,112.3,19.1,33.7,33,93.8,19.9,26,30.1,31.7,55.9,67.3,69.2,16.8,17.4,1.2,112.3,12.8,24.77,13,32.4,43.5,70.4,104.5,19.2,26.3,27.2,97.8,17.8,28,22.1,31.4,52.1,63,65.9,17.4,18.3,0.2,104.5,33.4,12.04,0,32.4,50.2,68.2,72.53108925,63.06018925,67.55,-9.4709,135.5912785,1
Iowa,86,Northwestern,70,16,156,1,120.9,14.6,31.9,35.6,104,18.5,29,20.9,35.2,52.1,74.7,69.7,15.7,18.2,0.5,120.9,59.1,19.08,10,34.2,51.1,73.3,108.9,15.5,29.4,31.6,95.9,21.7,27.2,29.2,31.6,47,74.6,65.4,18.4,17.7,1.2,108.9,55.8,10.34,0,35.2,43.8,68.4,77.05693925,72.92248925,67.55,-4.13445,149.9794285,1
Maryland,66,Indiana,55,11,121,1,113.4,16.6,30.5,34.5,94.8,19,28.4,28.4,30.2,53.6,73.9,65.2,17.6,18.9,0.2,113.4,45.5,22.91,12,30.8,46.2,72.2,116.5,17.4,30.2,30.3,97.3,17.1,27,29.2,38.2,54.3,70.7,68.1,16.4,18.3,0.3,116.5,61.2,22.97,9,32.8,45.8,67.4,71.98460908,70.88450908,66.65,-1.1001,142.8691182,1
